recordID,recordType,elapsedTime,PrivateKeySize,PublicKeySize,hashString,signatureSize
3349832c-0232-4f40-8c46-99e5cb1b8079,SHA256,900,,,,
387b99b1-11c2-4887-b4bd-5e1053aafc59,SHA256,300,,,,
f4feac3b-acee-4623-a93d-acbbe550f30a,SHA256,200,,,,
11699c09-0df5-482f-a0aa-83891bc5a5db,SHA256,300,,,,
4b6bf98e-bc96-42fb-a6cc-8c536ba223ae,SHA256,300,,,,
26c49889-cdb4-49f0-a555-378c56afa7e7,SHA256,300,,,,
e51d7a46-f13a-45cf-95b3-f1d483c4385a,SHA256,300,,,,
faf9c452-1f2f-4b25-9125-b52fbece4f0b,SHA256,200,,,,
d61b7ea5-d4c0-4da5-a068-1a7698f328c4,SHA256,200,,,,
257adef4-3f71-444d-9f46-4b0f09c2dcf6,SHA256,200,,,,
8250c811-c50d-4a47-9973-5bf6a48a8c00,SHA512,300,,,,
f7dbf713-3673-4881-8382-102d58774ab0,SHA512,100,,,,
bbb3276e-a350-4244-8755-4770c9effd8d,SHA512,100,,,,
1f537338-d91c-4c85-a921-a4f537dca1e7,SHA512,100,,,,
88aaf9cc-2d9f-44fc-b129-891dd3bfe243,SHA512,100,,,,
d9b16cdd-f1ec-4d7c-a77a-a0e0a248a378,SHA512,100,,,,
095081e0-b34e-4508-8016-dc8ff24685d1,SHA512,100,,,,
059f1bda-3a94-44bf-9310-7d9c369985c4,SHA512,0,,,,
3a301688-41bf-42aa-9d8e-29fb7716a66f,SHA512,100,,,,
07dba7b8-d097-455e-a12f-9ea74b66c3d5,SHA512,100,,,,
a44d33f6-0715-4cfb-bda2-2b2772dcf639,SHA3_256,500,,,,
341d9186-c0f1-4db4-80b5-c74ea6763fdc,SHA3_256,100,,,,
b1d6f637-483f-48ce-ba66-a10f6ba3343a,SHA3_256,100,,,,
cc425d51-363d-46f7-baf2-8eb739293ec1,SHA3_256,100,,,,
886ea33f-1cb5-4696-a31b-b4116572fc9e,SHA3_256,100,,,,
d858ee97-ff62-41d6-8319-63cdaf2b6957,SHA3_256,100,,,,
f62793c5-52d1-4781-860a-9c833eb80f45,SHA3_256,100,,,,
1841f4ae-b960-49a2-b47b-e5e322f636ad,SHA3_256,100,,,,
143d1e48-f3e6-458a-ad7f-6580f72e667f,SHA3_256,100,,,,
84949d90-df7f-45f5-acd3-11d427940506,SHA3_256,400,,,,
19b97f33-5571-4609-95c1-552df61c3526,SHA3_512,100,,,,
43723be1-68c9-4ef4-9d60-ffacb597f99f,SHA3_512,100,,,,
d36737ad-3622-4d71-bd23-cbb0303f9156,SHA3_512,100,,,,
5e725723-98db-49d5-9874-f34401a41b10,SHA3_512,100,,,,
a5bffc91-fce1-4805-bbfd-f713a3df5cfc,SHA3_512,100,,,,
0e450724-3b22-4dd4-a444-d5e6395e1fce,SHA3_512,100,,,,
bd1ddb2c-9b10-4c24-aee1-cd9228e10eaa,SHA3_512,100,,,,
4d199844-0d55-4d4f-8769-4f9c1d864ba4,SHA3_512,100,,,,
d86d6ff4-70d4-4717-b455-6a43e84353d9,SHA3_512,10900,,,,
ad52aee4-a285-479a-9dfa-0cb6f254373b,SHA3_512,100,,,,
c719b4c1-ba31-44a5-882c-1591038a1acb,ECDSA_keygen,56904,,,,
5bcbe38a-12b6-4fd3-81fd-1dc684181b72,ECDSA_keygen,18501,,,,
e0c265bc-a6d9-482f-9e88-9396c9ddab6c,ECDSA_keygen,18101,,,,
468c521e-63e3-4b46-84b3-4430bf3b38ed,ECDSA_keygen,18901,,,,
cbc1a0ce-6e60-4d08-8dac-523e713255eb,ECDSA_keygen,18201,,,,
d615cedd-3a88-4047-a5db-9287f5bdd5b1,ECDSA_keygen,19001,,,,
116405bb-5f49-43d7-9201-6233f56d20a0,ECDSA_keygen,18101,,,,
c35a5819-3a09-49bd-b6ed-f0b15638d04b,ECDSA_keygen,18801,,,,
a00dc27e-1493-42c7-ad0f-866b6d42e7cd,ECDSA_keygen,18201,,,,
9c911836-70b7-4d31-8151-97543b1427ee,ECDSA_keygen,18101,,,,
93440530-c36f-4aa9-9987-a73a985b4307,ECDSA_sign,46702,,,,
0852ece9-b9e5-4fd4-b1d6-262edfc77b1c,ECDSA_sign,30102,,,,
96aa9fa0-8868-4749-b835-72c64141cc4f,ECDSA_sign,29602,,,,
35896236-1b95-4608-ac58-2ed7557fadba,ECDSA_sign,29602,,,,
b55f8c6e-626b-4164-b5b5-306a0341080f,ECDSA_sign,30401,,,,
d61db717-b538-40aa-8561-a8576baf7350,ECDSA_sign,30502,,,,
15bbb150-d015-46c5-adb0-d657022631b9,ECDSA_sign,30302,,,,
b3cfa420-e1e5-45d2-bc7e-1ffd732e65bf,ECDSA_sign,30302,,,,
48c1ad55-b608-4cd4-8744-5ba0770d9709,ECDSA_sign,29702,,,,
b4dd0940-45f3-4809-915f-c25f01370aec,ECDSA_sign,30401,,,,
48f85960-b301-4308-a800-016742ac647e,Kyber_keygen_512,172010,,,,
a38067cb-8f1d-44ef-a243-caa2a26300c6,Kyber_keygen_512,166010,,,,
9fad420a-9071-4bdd-bb15-7b351b65bc0e,Kyber_keygen_512,173610,,,,
0dfeb96d-6828-495a-8b07-e2171afa99fe,Kyber_keygen_512,167609,,,,
dd5981d3-82fc-4cda-92f3-4167624a12b9,Kyber_keygen_512,164510,,,,
5c468571-4a20-4192-b524-ee6735dd74ae,Kyber_keygen_512,163709,,,,
4f8f0e97-b29a-43e5-bf70-78d7575f0397,Kyber_keygen_512,164709,,,,
44fcd13c-82a6-453e-bbd1-65d6482b0825,Kyber_keygen_512,171510,,,,
97607701-1b35-42f7-adee-bec7042f58f4,Kyber_keygen_512,164510,,,,
6ac15052-1539-4d2e-9e7e-c440729dd375,Kyber_keygen_512,179310,,,,
f6a422fb-cb16-415a-9ad4-ac8de08bb8c1,Kyber_encrypt_512,153509,,,,
8c9ce449-222d-4077-adc0-d3e712618f1f,Kyber_encrypt_512,143308,,,,
db0d64f2-75b1-44c4-adb9-6665bb92349c,Kyber_encrypt_512,131007,,,,
a4387110-ba65-4235-8ac3-3398b105df55,Kyber_encrypt_512,130408,,,,
63f056eb-56ac-41d9-8ba1-aa55cd1f88f8,Kyber_encrypt_512,130407,,,,
31f4b083-dd56-4037-9025-9aec88cf0043,Kyber_encrypt_512,134108,,,,
54e425b3-b57f-4012-a00b-eca57f2c9df6,Kyber_encrypt_512,130407,,,,
9751403c-fb29-432d-aa82-763bab886e2a,Kyber_encrypt_512,130708,,,,
2d6104d6-79d9-47e6-9076-2d3a7ff926f1,Kyber_encrypt_512,131207,,,,
294ef3e7-c9b2-420b-ae80-dd7076200289,Kyber_encrypt_512,152009,,,,
6dab8958-e15a-42db-9733-c6712d9999ad,Kyber_keygen_768,284416,,,,
1ee30e5e-3c5b-4e76-9823-5018c2bcb3da,Kyber_keygen_768,263715,,,,
3d8da716-dffe-4586-a09b-91f6642a503d,Kyber_keygen_768,274516,,,,
d884e59c-65ce-4a72-ac87-3af7e8a7a3bb,Kyber_keygen_768,307118,,,,
55e34721-0a88-49b7-83b2-3f1d2f64ea37,Kyber_keygen_768,302317,,,,
55c60ccf-f00a-484c-bce7-6b8deb95d41f,Kyber_keygen_768,354020,,,,
7c98c91b-6436-4222-9a05-d41db9843b3b,Kyber_keygen_768,447326,,,,
cffe6b75-b432-4a48-ae8c-4ead9959cb55,Kyber_keygen_768,879450,,,,
70f09b64-46e9-4846-8dca-e1c0a90207ce,Kyber_keygen_768,435224,,,,
d562cde1-f33b-48f1-8f47-1279953ea7d6,Kyber_keygen_768,384621,,,,
ca739926-056a-47a4-84d3-2ee05ef1655f,Kyber_encrypt_768,262615,,,,
5c003b67-0dd3-4f56-ace3-ccfd2f5c0ff5,Kyber_encrypt_768,270015,,,,
a65d4909-a7bd-40a3-81c1-8de8bbf0e4d4,Kyber_encrypt_768,259015,,,,
e401a486-3ec2-4ba6-8d90-658241ba9b5d,Kyber_encrypt_768,275915,,,,
c6c2e72a-5785-407c-849a-3b7674d116d4,Kyber_encrypt_768,265415,,,,
357bfd78-ff7a-4742-a168-4b6b21e437ef,Kyber_encrypt_768,259815,,,,
6845da02-b1a0-4ab1-8405-e0781cddae74,Kyber_encrypt_768,242614,,,,
22ccbdfe-2147-42af-99e9-f27dac995d30,Kyber_encrypt_768,238313,,,,
d72e0910-7b29-4764-826a-a757d3dbc8fa,Kyber_encrypt_768,240114,,,,
3fb416f6-253d-4079-a9f9-6098beeda7f0,Kyber_encrypt_768,238213,,,,
dab21b6e-0416-44ce-92f7-9ec34aa3f205,Kyber_keygen_1024,440526,,,,
0de869d9-3935-4d9c-8a6f-2bb2493099f6,Kyber_keygen_1024,387122,,,,
10ff1e5a-8ed4-4e67-9979-0ec5ef7a310d,Kyber_keygen_1024,375721,,,,
0c98039f-d79c-452e-9df3-163171cc26b7,Kyber_keygen_1024,402023,,,,
a2e2b483-5b41-4f68-9648-81b3f8bff15e,Kyber_keygen_1024,378521,,,,
925c766f-2275-4be1-ae10-70bfc417da67,Kyber_keygen_1024,403123,,,,
61a6ce7e-e915-4df0-b2d2-ecf796a33b2f,Kyber_keygen_1024,385122,,,,
b9113052-b102-446a-9bb2-397a2f2a969f,Kyber_keygen_1024,375122,,,,
23be28d9-0a32-4dd3-8bb0-ca1efc84b3f4,Kyber_keygen_1024,375321,,,,
ab12be03-01d2-4b76-a61c-2b5070b7076e,Kyber_keygen_1024,378922,,,,
bf4bd6af-8358-4f4c-9712-8354e9eca45e,Kyber_encrypt_1024,322918,,,,
425ac20a-e137-47ca-ab76-0a86535abd77,Kyber_encrypt_1024,309018,,,,
5128daa2-a292-455e-8d6c-fed6a98d44ec,Kyber_encrypt_1024,301817,,,,
553c3489-bcfd-490d-9a59-6345540a7aa1,Kyber_encrypt_1024,300917,,,,
424ff23a-0075-491f-9529-d37cf0f721f5,Kyber_encrypt_1024,361021,,,,
60e25e88-e1ae-43c7-9544-9d53a606ce89,Kyber_encrypt_1024,347519,,,,
b3c79578-ba25-4365-a50b-5d20ee573d23,Kyber_encrypt_1024,356420,,,,
632ad2d6-4404-4017-a4f2-70812076cad5,Kyber_encrypt_1024,349420,,,,
090a5f98-f8fb-47c0-bdce-998155826a1c,Kyber_encrypt_1024,327118,,,,
872d2ef4-b745-41ca-b12a-1ced49cf5ba6,Kyber_encrypt_1024,397923,,,,
2e195229-081a-44e9-9e09-ead893795c94,Dilithium2_keygen,94105,2528,1312,,
22f943bf-f92f-4298-9d5c-90f681947813,Dilithium2_keygen,85404,2528,1312,,
421bc265-1561-4cb0-bcc7-937a163433b5,Dilithium2_keygen,77804,2528,1312,,
f48fd7c0-4f41-43f4-a37b-5473a5b57e41,Dilithium2_keygen,74304,2528,1312,,
9f36075b-9bc3-43b1-b27a-6e7eb79bfa7c,Dilithium2_keygen,78505,2528,1312,,
2ef189c9-da93-4b86-847f-c7a5d1e440df,Dilithium2_keygen,77204,2528,1312,,
90265fbc-2727-4628-9bca-6ee19a4934c9,Dilithium2_keygen,73905,2528,1312,,
8ffb79e2-d5ae-4596-864f-0f2849973568,Dilithium2_keygen,76804,2528,1312,,
d37343ff-aa32-43bc-9c35-fbd45dc777da,Dilithium2_keygen,74104,2528,1312,,
bf0063d2-af98-4369-9c60-a8c66b2f4bcc,Dilithium2_keygen,75405,2528,1312,,
ecfbecad-6eb7-439f-92d4-989d0eb18eec,Dilithium2_sign,696639,,,,2420
e74c349d-84a9-465a-b3ca-1b29c4c1986d,Dilithium2_sign,198612,,,,2420
997257a9-daf7-4e8c-8ec7-e0b192291833,Dilithium2_sign,108506,,,,2420
425fa39a-b729-4ad6-808c-6223ca23c593,Dilithium2_sign,73904,,,,2420
5a75a8f1-734d-4bd7-acb6-b515b6f40c07,Dilithium2_sign,77005,,,,2420
6f6714ee-6c81-4ebd-86a6-e22da7ad377c,Dilithium2_sign,45002,,,,2420
772a2570-3614-45dc-910b-18b6df8456e9,Dilithium2_sign,127507,,,,2420
fdb6386d-5b77-48e7-8aa5-360dba91fe36,Dilithium2_sign,165710,,,,2420
efe9653d-840c-4bc4-88e6-74cfe49a3d74,Dilithium2_sign,232113,,,,2420
fb4d3c86-0eb6-4109-968f-6f879cced4e3,Dilithium2_sign,172910,,,,2420
154dbcfc-eaf1-4a3e-905d-1a008e2d0b8b,Dilithium2_verify,23801,,,,
58238225-3244-4d32-9f0f-198ab889c539,Dilithium2_verify,22902,,,,
9b7541a9-eac1-4d6a-934c-8527dcd356d1,Dilithium2_verify,22701,,,,
f94afbbf-8b10-4d29-9c6e-3b51da8f8a14,Dilithium2_verify,22601,,,,
b650673e-6964-4915-8595-aac9eecccda8,Dilithium2_verify,22702,,,,
19848b93-b1d1-4ecf-bb29-2e04b4a766d7,Dilithium2_verify,22701,,,,
3be317ba-d6a7-4949-b2fc-3f888c85ad05,Dilithium2_verify,22901,,,,
690898ad-f272-48b0-b13e-954c5065a81f,Dilithium2_verify,22902,,,,
396f9d07-a48e-4328-932e-8f0808e573b2,Dilithium2_verify,22601,,,,
6e117816-0f51-421d-9408-5a6e11706ff8,Dilithium2_verify,22901,,,,
afb5e11e-a33d-4147-a9a0-7c81491a4ace,Dilithium3_keygen,127008,4000,1952,,
9b64b82d-863c-4f58-b478-a20cc5379edc,Dilithium3_keygen,118706,4000,1952,,
6ed4bd8b-44b2-483d-99de-0cf8746603c9,Dilithium3_keygen,116906,4000,1952,,
2028203a-abf0-4c1f-aafb-59698022f149,Dilithium3_keygen,114007,4000,1952,,
f1c70cc8-57cb-4209-9508-badb5fbc3292,Dilithium3_keygen,115006,4000,1952,,
7b576786-d67a-4f35-a797-762d4d4ddbb1,Dilithium3_keygen,121207,4000,1952,,
a38b5860-78ed-4b81-aa92-782b604425bb,Dilithium3_keygen,114807,4000,1952,,
efed6feb-f12b-4621-a349-d63b7af14cb1,Dilithium3_keygen,840448,4000,1952,,
cdee7774-31fa-4bd7-8228-c7232b8198db,Dilithium3_keygen,183010,4000,1952,,
79757639-ef66-4b79-9f4a-c1203f9e003a,Dilithium3_keygen,143808,4000,1952,,
5a1c6a09-eb6f-469d-a845-c20e03628f95,Dilithium3_sign,68104,,,,3293
451fb315-dbaf-447d-aaa9-41d61ecf2f9d,Dilithium3_sign,63803,,,,3293
f6dd3fce-ea51-4b58-bc97-422020253f42,Dilithium3_sign,63504,,,,3293
ff3528c7-ef53-4d69-8c6d-e689e67fc35e,Dilithium3_sign,63204,,,,3293
5b50d8a5-4074-44df-81aa-adc165d0959d,Dilithium3_sign,63003,,,,3293
e2fc0867-d031-4e78-b440-51aa484604dc,Dilithium3_sign,80905,,,,3293
c42bcf21-2c08-46b1-8d43-8c496dff26c9,Dilithium3_sign,115807,,,,3293
8cf90c99-1a98-46b1-b412-b8eafb50f98a,Dilithium3_sign,416023,,,,3293
2bda32ff-e885-4473-8553-ade4db2bc34c,Dilithium3_sign,68503,,,,3293
9dde3c98-1a99-4c2b-84ab-700d45a11cee,Dilithium3_sign,868249,,,,3293
26001098-d16e-4b08-bac5-6779c7de6d81,Dilithium3_verify,35802,,,,
954129a4-33d9-4f7a-ba16-442040bad4d8,Dilithium3_verify,45203,,,,
0b7bc227-18bc-4410-9682-20d8a030dcbb,Dilithium3_verify,47302,,,,
e3f27f36-34ec-4a10-be39-01c4f2a99ad4,Dilithium3_verify,28802,,,,
e233241f-b2af-444c-9b1c-f55b0ede6f9d,Dilithium3_verify,28402,,,,
0e45d2ed-2fa2-41f9-83d2-cea8986cfb6e,Dilithium3_verify,28301,,,,
a13eaaf3-bfdf-4773-9921-17bc0b4290d8,Dilithium3_verify,28201,,,,
f27adb6d-ca55-4802-97c4-78b5668f5380,Dilithium3_verify,28002,,,,
a47f505f-09b8-4b22-bc84-d2405d593a58,Dilithium3_verify,44802,,,,
7a0f0fc9-b065-40c3-8bb6-0d226d2cdf08,Dilithium3_verify,32402,,,,
e81a81fe-a5d5-4bda-87a4-ba2be062c16d,Dilithium5_keygen,186711,4864,2592,,
34b85f59-fe1f-4a3e-9890-6df4394539ba,Dilithium5_keygen,181310,4864,2592,,
03f2d6a9-a4e1-4464-8472-24035e1316f9,Dilithium5_keygen,180411,4864,2592,,
b828e64f-6af4-4316-9ddc-8e2d4839f844,Dilithium5_keygen,184610,4864,2592,,
944569b2-d3fa-47b1-8b01-705aed3a67d2,Dilithium5_keygen,177810,4864,2592,,
08c740c3-40fa-4be0-81b4-34974776a8f6,Dilithium5_keygen,187610,4864,2592,,
ce0e5f34-ce9c-4094-8efc-f0efc19f50f7,Dilithium5_keygen,156409,4864,2592,,
14c8905f-4732-412c-8c21-298670c79a78,Dilithium5_keygen,153909,4864,2592,,
19f259cf-add2-4cf4-8bf7-abe9adb2d585,Dilithium5_keygen,155109,4864,2592,,
963d256d-e131-4045-b408-0a24698c1823,Dilithium5_keygen,153609,4864,2592,,
9b6e2e50-bd60-4ba9-aae2-e5206d90dae2,Dilithium5_sign,81604,,,,4595
599b8d07-cb95-4091-b110-ea4dbb4db653,Dilithium5_sign,182611,,,,4595
d5e3c3db-19e6-4594-af46-fe02429ca2d8,Dilithium5_sign,75604,,,,4595
139e57e9-a240-4f37-85dc-00d5abfe2a67,Dilithium5_sign,128708,,,,4595
11024386-3d9f-4d63-a5a2-01cccfa0c16b,Dilithium5_sign,464826,,,,4595
00423caa-77a2-4d2f-9e10-17b00982157e,Dilithium5_sign,622735,,,,4595
80f83c34-4d55-4601-9d59-952b4e359376,Dilithium5_sign,161109,,,,4595
ef0c2d89-52c6-41d1-99a3-2bc4e13c1be5,Dilithium5_sign,432125,,,,4595
d7479609-61b7-4ef3-8988-d71d94ee620d,Dilithium5_sign,147708,,,,4595
54203de9-1b34-487b-b161-d4bf30c19824,Dilithium5_sign,76105,,,,4595
bb06b683-af06-4b1a-af41-64b9fad76322,Dilithium5_verify,40102,,,,
9dbe8c43-ef60-4c38-b064-4a254ff4bd24,Dilithium5_verify,39802,,,,
727078db-eb37-458a-b266-d893562f3cfe,Dilithium5_verify,39603,,,,
595440fc-50b5-412e-a453-41ce2bd634d4,Dilithium5_verify,39402,,,,
40b3a902-6ac4-42cf-90ba-54ba68ee7c5e,Dilithium5_verify,39502,,,,
f1c3a12b-9af0-4ef2-a8d6-5d2dea38c5f3,Dilithium5_verify,39602,,,,
b7338136-2594-4310-8913-92f959782a12,Dilithium5_verify,39502,,,,
bc6a5e89-ab9c-4319-a871-d813f5087497,Dilithium5_verify,39502,,,,
1ad8ecd5-1afe-4ec2-960f-0f5ee5d9468c,Dilithium5_verify,39702,,,,
6f23304f-942e-47ee-ba88-06dcaa404a3d,Dilithium5_verify,39503,,,,
fe831b0a-059b-4e19-a3e1-2cb374c735dd,Falcon512_keygen,50329357,2305,1793,,
df31bb92-9c44-4640-8080-9b02a6d77082,Falcon512_keygen,50913090,2305,1793,,
1e2754c7-e213-44e1-a076-68b545fed2dd,Falcon512_keygen,47147477,2305,1793,,
345ebfa7-f38f-4e0f-86d6-f9ac8d800827,Falcon512_keygen,53369130,2305,1793,,
5c461cd0-f19d-460f-9365-52059e73d937,Falcon512_keygen,51657033,2305,1793,,
ae9d2e91-8b55-4abd-b780-83811f0def6d,Falcon512_keygen,52121759,2305,1793,,
c4c28a87-7ab6-4492-915e-65b17b759080,Falcon512_keygen,52435077,2305,1793,,
9228539d-e5aa-41e5-949e-e2cf84247536,Falcon512_keygen,48593859,2305,1793,,
d720aceb-f952-4f0f-910d-ec4f05897814,Falcon512_keygen,49677921,2305,1793,,
ecdd088f-38b4-4fc5-9eab-225dbd244837,Falcon512_keygen,49681721,2305,1793,,
d945e6fc-79e5-4d28-8a42-9fcb6456fb5f,Falcon512_sign,13752681,,,,1538
f44a588d-4891-485c-b621-07fb4ad9bdac,Falcon512_sign,12940635,,,,1538
1408899b-d91c-4760-b2d0-e0ed9ddb0ca5,Falcon512_sign,12569314,,,,1538
58799b35-c8c0-465c-8e3c-8c512ab5d5fd,Falcon512_sign,13084443,,,,1538
0fd75521-4d3d-4084-8798-fa06383a5f54,Falcon512_sign,12652418,,,,1538
5448c070-95fd-4bd3-9778-60d44e1d3340,Falcon512_sign,11900776,,,,1538
073194c8-3427-4b4b-b630-50f3e74162a6,Falcon512_sign,11774769,,,,1538
c7cec487-8292-4bc8-a5fe-f31d7c951c7c,Falcon512_sign,13158047,,,,1538
7683e6be-87a9-4a5e-8c34-a39c25bcdb4d,Falcon512_sign,13540169,,,,1538
1dff6339-d150-4136-b636-6e23952c5235,Falcon512_sign,14286511,,,,1538
69e95296-348a-4263-a4ae-e1223b0eb918,Falcon512_verify,101306,,,,
e34694c8-7bdd-433d-9095-4eb9320d12fe,Falcon512_verify,98005,,,,
9f960082-2fb6-4587-9cee-7ebed17a68af,Falcon512_verify,96305,,,,
59194e7e-2abe-46e2-aae8-8d7c79f2d084,Falcon512_verify,94505,,,,
d2cf1a2b-d951-4113-8e20-531ae3d92e04,Falcon512_verify,93505,,,,
11ba44e4-51e2-4d5e-a3af-932f9108bc7d,Falcon512_verify,92905,,,,
92b196d2-6e1a-4ba1-ae2d-10e40e9e74ca,Falcon512_verify,92806,,,,
5b44f704-2a2b-4d8e-b933-ba44ed684fdf,Falcon512_verify,92605,,,,
a907d7ec-8e2c-4ada-8352-703c1a6fe696,Falcon512_verify,92105,,,,
ef45c814-5455-40bb-a198-a3f809d5282e,Falcon512_verify,91805,,,,
798114f3-688a-4e20-b1ae-66532aaacbef,SphincsPlus256Simple_keygen,3504699,64,32,,
5ac1c181-3144-462a-babc-66c958d4c412,SphincsPlus256Simple_keygen,3549401,64,32,,
d3a11a90-5ea8-4399-9452-13a1b2805ed0,SphincsPlus256Simple_keygen,4231441,64,32,,
081f792e-f0cb-45c4-bbd6-fe9f74c7098d,SphincsPlus256Simple_keygen,3407393,64,32,,
c3901b40-3a84-4c3f-b168-43eaa3aaf8b7,SphincsPlus256Simple_keygen,3105376,64,32,,
419c5ce8-e3f4-4cad-8df7-f85754cc00ea,SphincsPlus256Simple_keygen,2877263,64,32,,
d0633a8f-65a5-4f5c-b718-1013da3c9f5e,SphincsPlus256Simple_keygen,3215882,64,32,,
eb502c0b-e132-4755-bedd-8bf5e8b20c6f,SphincsPlus256Simple_keygen,3269586,64,32,,
8ece5502-6210-4430-8b03-36b621843450,SphincsPlus256Simple_keygen,3125877,64,32,,
ece64af7-893d-48c4-ae3e-285da99db9de,SphincsPlus256Simple_keygen,3309187,64,32,,
b011792a-7d50-4e3a-a505-fb490808b12a,SphincsPlus256Simple_sign,80224455,,,,16
c51484b2-2ab9-4719-b0e0-8aa61de2a4ad,SphincsPlus256Simple_sign,76849263,,,,16
f881134d-7a1d-4cd9-a2e8-15750e2ac308,SphincsPlus256Simple_sign,79810032,,,,16
a1b7f5ab-f0cc-406f-9b56-90f75050deb5,SphincsPlus256Simple_sign,76827962,,,,16
1dac7feb-74ab-489b-a67e-97de7a6af728,SphincsPlus256Simple_sign,77362993,,,,16
8f0f2f72-c39d-4e19-b8bb-26ef06924f5a,SphincsPlus256Simple_sign,77819718,,,,16
a6038917-5371-4a9d-8c9d-0d821135f098,SphincsPlus256Simple_sign,81383020,,,,16
72df6590-64d4-452d-925c-a963b3b1ec94,SphincsPlus256Simple_sign,77416995,,,,16
913883ce-bac8-459a-88c4-a7a55cbfda64,SphincsPlus256Simple_sign,75462584,,,,16
da2294a7-3b3a-428b-8ca1-eeb6e24bf1fe,SphincsPlus256Simple_sign,76141723,,,,16
bf4248cd-ce16-4f54-a647-f4e4595335a5,SphincsPlus256Simple_verify,4795372,,,,
58929df8-8c37-4153-a1ed-fc2a6e7330a4,SphincsPlus256Simple_verify,5114690,,,,
94fccc77-8aad-43cb-b2b5-db1b80da4e7e,SphincsPlus256Simple_verify,4898878,,,,
308a47a7-6bd0-46ae-b3cc-c3b35618bb4a,SphincsPlus256Simple_verify,7904549,,,,
e1b92b8e-99be-450b-9aa0-9b3c385c8bcf,SphincsPlus256Simple_verify,7525127,,,,
1e0ba1ec-e91a-4481-8c76-fff9e3cacc93,SphincsPlus256Simple_verify,4777771,,,,
c16a5169-f4a9-4820-8ae3-9576f5fa23ee,SphincsPlus256Simple_verify,4753670,,,,
ad1b64b3-697c-41d8-9082-c289a294f7c7,SphincsPlus256Simple_verify,5509013,,,,
5bde0f1e-8032-4eef-8168-afa157882150,SphincsPlus256Simple_verify,5649121,,,,
b9012c85-71c3-42d3-b21f-b21fc535d90e,SphincsPlus256Simple_verify,4403150,,,,
357eebdb-6faf-4315-89ef-c6527a04fe0a,SphincsPlus256Robust_keygen,5158893,64,32,,
3fc16117-75f5-4a72-ada5-8c51ccfed690,SphincsPlus256Robust_keygen,5511413,64,32,,
9235ff59-d5fb-4128-8c57-0e77267bc7eb,SphincsPlus256Robust_keygen,5009985,64,32,,
77a5532f-e23b-4fab-9d2e-8595781f19f8,SphincsPlus256Robust_keygen,4708067,64,32,,
1608f78f-027e-49e9-a5d1-d8029dc8b635,SphincsPlus256Robust_keygen,5910936,64,32,,
290e6675-9c2c-43a4-a274-edc5e61e27ab,SphincsPlus256Robust_keygen,5099590,64,32,,
2a6bc63a-3afc-48ee-86ab-1caa81a5e419,SphincsPlus256Robust_keygen,5177994,64,32,,
5e8df882-2c5d-4d86-8a81-56d71527b317,SphincsPlus256Robust_keygen,5212696,64,32,,
af8b196a-34f8-4cde-aa98-2df4e710ff0f,SphincsPlus256Robust_keygen,5415908,64,32,,
0dd42e80-55ab-43cd-acfe-198e8e2ca2f2,SphincsPlus256Robust_keygen,4338946,64,32,,
f9e550b5-61dc-4d9d-a263-10a6efd8cf87,SphincsPlus256Robust_sign,142707103,,,,16
e641bdd0-19e8-4d99-b124-7724c6955ce2,SphincsPlus256Robust_sign,145891583,,,,16
4f0938c0-7ee9-49d1-956b-9fb5cb7ef27b,SphincsPlus256Robust_sign,126853203,,,,16
6cdff8ae-b807-4dba-9359-82aa2910c021,SphincsPlus256Robust_sign,127371132,,,,16
dd1550df-93e5-46c1-8bdb-4ed0efdf358e,SphincsPlus256Robust_sign,124147749,,,,16
477acbf0-9fd4-4d92-ab77-b2105f48033f,SphincsPlus256Robust_sign,126382775,,,,16
c4b1e4a0-4380-45e9-abc8-e9ee4f6ad8f4,SphincsPlus256Robust_sign,130512910,,,,16
b1d507da-9178-4ca6-b7e0-f8906fd37d5e,SphincsPlus256Robust_sign,122916678,,,,16
50a7f481-21d3-4306-bc8e-009f2e0a21eb,SphincsPlus256Robust_sign,126616788,,,,16
4a27b845-88ca-4cf7-a362-d9e778d45f55,SphincsPlus256Robust_sign,128567199,,,,16
b235b937-ef9d-4d04-9408-0ee75ddeb947,SphincsPlus256Robust_verify,7405421,,,,
440b9d6c-6e11-4ceb-8530-7e15191d8fae,SphincsPlus256Robust_verify,8391376,,,,
594d7973-324b-4bf7-bbb2-2bf3f4c4d426,SphincsPlus256Robust_verify,7397220,,,,
a0352077-6a35-4f41-a6b6-a7b95795ebd3,SphincsPlus256Robust_verify,9336130,,,,
44f569e9-def9-4af4-9ad0-d22ebbb4bbb1,SphincsPlus256Robust_verify,7869447,,,,
3a94eee0-c738-49ed-aacd-e9e0f92aeb88,SphincsPlus256Robust_verify,7653034,,,,
a183c722-f082-49bd-9196-96e51bafab39,SphincsPlus256Robust_verify,8329073,,,,
60655ac5-400a-4d76-be4b-a9bcd635ca62,SphincsPlus256Robust_verify,18517751,,,,
e02b1056-c4cb-4cac-976a-b4dd3b8f6f41,SphincsPlus256Robust_verify,7881147,,,,
b7adc4b0-ad27-4646-9df4-9668b1a08ed2,SphincsPlus256Robust_verify,6683679,,,,
